top_category,enabled,category_path,title,xml_url,local_xml_url,html_url,type,priority,status,tags,language,cadence,owner,notes,last_update,last_checked,核心价值,信息密度,原创性,时效性,主要内容形式,情绪影响,适合使用场景,噪音程度,source_comment
SocialMedia,Y,,Weaviate • vector database(@weaviate_io),https://api.xgo.ing/rss/user/2f1035ec6b28475987af06b600e1d04c,,https://x.com/weaviate_io,rss,P2,active,AI、科技,en,日更,,,21小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,LovartAI(@lovart_ai),https://api.xgo.ing/rss/user/db648e4d4eae4822aa0d34f0faef7ad2,,https://x.com/lovart_ai,rss,P2,active,AI、科技,en,日更,,,1天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Character.AI(@character_ai),https://api.xgo.ing/rss/user/3877c31cdb554cffb750b3b683c98c4d,,https://x.com/character_ai,rss,P2,active,AI、科技,en,日更,,,16小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,NotebookLM(@NotebookLM),https://api.xgo.ing/rss/user/221a88341acb475db221a12fed8208d0,,https://x.com/NotebookLM,rss,P2,active,AI、科技,en,日更,,,20小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Dify(@dify_ai),https://api.xgo.ing/rss/user/0be252fedbe84ad7bea21be44b18da89,,https://x.com/dify_ai,rss,P2,active,AI、科技,en,日更,,,19小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Eric Jing(@ericjing_ai),https://api.xgo.ing/rss/user/ddfdcdd4e390495c942f0b5da62af0fb,,https://x.com/ericjing_ai,rss,P2,active,AI、科技,en,日更,,,1天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Naval(@naval),https://api.xgo.ing/rss/user/b43bc203409e4c5a9c3ae86fe1ac00c9,,https://x.com/naval,rss,P2,active,创业、投资、哲学,en,日更,,,9小时前,2026-05-01,创业与投资哲学的思想领袖,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Twitter @Tom Huang,https://macmini-rsshub.tail99ecfa.ts.net/twitter/user/tuturetom,http://127.0.0.1:1200/twitter/user/tuturetom,https://x.com/tuturetom,rss,P2,dead,,,,,,失效,2026-05-02,,,,,,,,,
SocialMedia,Y,,Twitter @Tw93,https://macmini-rsshub.tail99ecfa.ts.net/twitter/user/HiTw93,http://127.0.0.1:1200/twitter/user/HiTw93,https://x.com/HiTw93,rss,P2,dead,,,,,,失效,2026-05-02,,,,,,,,,
SocialMedia,Y,,Twitter @ginobefun,https://macmini-rsshub.tail99ecfa.ts.net/twitter/user/hongming731,http://127.0.0.1:1200/twitter/user/hongming731,https://x.com/hongming731,rss,P2,dead,,,,,,失效,2026-05-02,,,,,,,,,
SocialMedia,Y,,Twitter @Theo - t3.gg,https://macmini-rsshub.tail99ecfa.ts.net/twitter/user/theo,http://127.0.0.1:1200/twitter/user/theo,https://x.com/theo,rss,P2,dead,,,,,,失效,2026-05-02,,,,,,,,,
SocialMedia,Y,,Lee Robinson(@leerob),https://api.xgo.ing/rss/user/dc2426bc8348495189b45451d1707a1c,,https://x.com/leerob,rss,P2,active,AI、编程、Web开发,en,日更,,,1天前,2026-05-01,Vercel开发者体验负责人的Web与AI分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,
SocialMedia,Y,,Twitter @Pietro Schirano,https://macmini-rsshub.tail99ecfa.ts.net/twitter/user/skirano,http://127.0.0.1:1200/twitter/user/skirano,https://x.com/skirano,rss,P2,dead,,,,,,失效,2026-05-02,,,,,,,,,
Pictures,Y,星空,每日一图-北京天文馆,https://macmini-rsshub.tail99ecfa.ts.net/bjp/apod,http://127.0.0.1:1200/bjp/apod,https://www.bjp.org.cn/APOD/list.shtml,rss,P2,dead,科技、设计、历史,,,,,2天前,2026-05-02,每天用一张天文图配简明解读，把宇宙现象讲得直观又好看。,中,中,中,图片更新、短科普,放松、提供启发，容易带来开阔感,日常浏览、学习积累、情绪放松,低,imported from myrss.tailscale.opml
Pictures,Y,星空,NASA中文 - 天文·每日一图,https://macmini-rsshub.tail99ecfa.ts.net/nasa/apod-cn,http://127.0.0.1:1200/nasa/apod-cn,https://www.nasachina.cn/nasa-image-of-the-day,rss,P2,dead,,,,,,失效,2026-05-02,,,,,,,,,imported from myrss.tailscale.opml
Videos,Y,长知识,AliAbdaal,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/3546581580122806,http://127.0.0.1:1200/bilibili/user/video/3546581580122806,https://space.bilibili.com/3546581580122806,rss,P2,active,效率、生产力、学习,en,不定,,,6天前,2026-05-01,全球顶级生产力博主的英文字幕视频，时间管理与自驱力提升,高,高,中,视频更新,提供启发,学习积累、写作素材,低,imported from myrss.tailscale.opml
Videos,Y,长知识,食事史馆,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/53737196,http://127.0.0.1:1200/bilibili/user/video/53737196,https://space.bilibili.com/53737196,rss,P2,active,人文、历史、饮食,zh,不定,,,12小时前,2026-05-01,以食物为线索的历史文化深度科普,高,高,弱,视频更新,提供启发,学习积累、写作素材,低,imported from myrss.tailscale.opml
Videos,Y,长知识,毕导,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/254463269,http://127.0.0.1:1200/bilibili/user/video/254463269,https://space.bilibili.com/254463269,rss,P2,active,科普、物理、科学实验,zh,不定,,,7天前,2026-05-01,清华博士的趣味科学实验与硬核科普，寓教于乐,高,高,中,视频更新,提供启发、快乐,学习积累、情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,长知识,CoCoVii,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/9142182,http://127.0.0.1:1200/bilibili/user/video/9142182,https://space.bilibili.com/9142182,rss,P2,active,小说、二次元、配音,zh,不定,,,7天前,2026-05-01,网络小说配音与二次元内容分享,低,高,中,视频更新,放松,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,长知识,下班的三爷,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/589388395,http://127.0.0.1:1200/bilibili/user/video/589388395,https://space.bilibili.com/589388395,rss,P2,active,副业、自由职业、成长,zh,不定,,,18天前,2026-05-01,一人公司与副业赚钱方法的实战分享,高,高,中,视频更新,提供启发,学习积累,低,imported from myrss.tailscale.opml
Videos,Y,长知识,本子在隔壁,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/593251783,http://127.0.0.1:1200/bilibili/user/video/593251783,https://space.bilibili.com/593251783,rss,P2,active,社会、情感、人文,zh,不定,,,1天前,2026-05-01,当代男女情感与社会关系的观察与探讨,中,高,强,视频更新,引发思考、共鸣,日常浏览、情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,长知识,岱川博士,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/584630077,http://127.0.0.1:1200/bilibili/user/video/584630077,https://space.bilibili.com/584630077,rss,P2,active,哲学、国学、文化,zh,不定,,,18天前,2026-05-01,外国人视角的中国哲学与国学经典解读,高,高,弱,视频更新,提供启发,学习积累、写作素材,低,imported from myrss.tailscale.opml
Videos,Y,长知识,退役编辑雨上,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/1105429038,http://127.0.0.1:1200/bilibili/user/video/1105429038,https://space.bilibili.com/1105429038,rss,P2,active,AI、科技、深度,zh,不定,,,9天前,2026-05-01,AI产业发展深度分析与科技行业趋势解读,高,高,强,视频更新,提供启发、带来FOMO,学习积累、项目调研,低,imported from myrss.tailscale.opml
Videos,Y,长知识,与书籍度过漫长岁月,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/252099076,http://127.0.0.1:1200/bilibili/user/video/252099076,https://space.bilibili.com/252099076,rss,P2,active,读书、学习、效率,zh,不定,,,23小时前,2026-05-01,阅读方法与效率提升的内容分享,中,高,中,视频更新,提供启发,学习积累,低,imported from myrss.tailscale.opml
Videos,Y,长知识,智能路障,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/79577853,http://127.0.0.1:1200/bilibili/user/video/79577853,https://space.bilibili.com/79577853,rss,P2,active,人文、社会、读书,zh,不定,,,刚刚,2026-05-01,深度的人文社科解读与读书分享,高,高,中,视频更新,提供启发、引发思考,学习积累、写作素材,低,imported from myrss.tailscale.opml
Videos,Y,长知识,Nenly同学,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/1814756990,http://127.0.0.1:1200/bilibili/user/video/1814756990,https://space.bilibili.com/1814756990,rss,P2,active,娱乐、生活,zh,不定,,,256天前,2026-05-01,B站个人创作者,中,高,中,视频更新,放松,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,长知识,大问题Dialectic,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/1871365234,http://127.0.0.1:1200/bilibili/user/video/1871365234,https://space.bilibili.com/1871365234,rss,P2,active,哲学、社会、心理,zh,不定,,,2天前,2026-05-01,当代社会现象的哲学与心理学深度剖析,高,高,中,视频更新,提供启发、引发思考,学习积累、写作素材,低,imported from myrss.tailscale.opml
Videos,Y,长知识,英语播客狗,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/7671890,http://127.0.0.1:1200/bilibili/user/video/7671890,https://space.bilibili.com/7671890,rss,P2,active,英语、学习、教育,zh,不定,,,742天前,2026-05-01,英语听力学习材料与播客精选,高,高,弱,视频更新,提供启发,学习积累,低,imported from myrss.tailscale.opml
Videos,Y,长知识,林川登罗,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/3798056,http://127.0.0.1:1200/bilibili/user/video/3798056,https://space.bilibili.com/3798056,rss,P2,active,哲学、心理、社会,zh,不定,,,43天前,2026-05-01,存在主义哲学与精神分析的当代社会解读,高,高,弱,视频更新,提供启发、引发思考,学习积累、写作素材,低,imported from myrss.tailscale.opml
Videos,Y,长知识,人间自习室,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/29240784,http://127.0.0.1:1200/bilibili/user/video/29240784,https://space.bilibili.com/29240784,rss,P2,active,历史、政治、社会,zh,不定,,,1天前,2026-05-01,硬核历史政治分析，深度解读近现代史,高,高,中,视频更新,提供启发、引发思考,学习积累、写作素材,低,imported from myrss.tailscale.opml
Videos,Y,长知识,漫士沉思录,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/266765166,http://127.0.0.1:1200/bilibili/user/video/266765166,https://space.bilibili.com/266765166,rss,P2,active,AI、科技、社会,zh,不定,,,10小时前,2026-05-01,AI时代前沿思考与自我成长的深度内容,高,高,强,视频更新,提供启发、带来焦虑,学习积累、写作素材,低,imported from myrss.tailscale.opml
Videos,Y,长知识,银屏系漫游指南,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/674180538,http://127.0.0.1:1200/bilibili/user/video/674180538,https://space.bilibili.com/674180538,rss,P2,active,娱乐、生活,zh,不定,,,4天前,2026-05-01,B站个人创作者,中,高,中,视频更新,放松,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,长知识,浮世叁千问,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/435061656,http://127.0.0.1:1200/bilibili/user/video/435061656,https://space.bilibili.com/435061656,rss,P2,active,科普、科技、知识,zh,不定,,,2天前,2026-05-01,科技知识与生活冷知识的趣味科普,中,高,中,视频更新,提供启发、放松,日常浏览、学习积累,低,imported from myrss.tailscale.opml
Videos,Y,长知识,LunaticMosfet,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/1297592012,http://127.0.0.1:1200/bilibili/user/video/1297592012,https://space.bilibili.com/1297592012,rss,P2,active,游戏、电竞,zh,不定,,,36天前,2026-05-01,"游戏类B站UP主""LunaticMosfet""的视频更新",中,高,中,视频更新,放松,情绪放松,高,imported from myrss.tailscale.opml
Videos,Y,长知识,歌白说Geslook,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/315846984,http://127.0.0.1:1200/bilibili/user/video/315846984,https://space.bilibili.com/315846984,rss,P2,active,财经、投资、成长,zh,不定,,,1天前,2026-05-01,个人理财与年轻人投资成长指南,高,高,中,视频更新,提供启发,学习积累,低,imported from myrss.tailscale.opml
Videos,Y,长知识,Larry想做技术大佬,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/19873195,http://127.0.0.1:1200/bilibili/user/video/19873195,https://space.bilibili.com/19873195,rss,P2,active,编程、科技、个人成长,zh,不定,,,173天前,2026-05-01,程序员技术成长与职业发展分享,中,高,弱,视频更新,提供启发,学习积累,低,imported from myrss.tailscale.opml
Videos,Y,长知识,赏味不足,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/44497027,http://127.0.0.1:1200/bilibili/user/video/44497027,https://space.bilibili.com/44497027,rss,P2,active,人文、心理、社会,zh,不定,,,22小时前,2026-05-01,人文社科与心理学的细腻观察,高,高,弱,视频更新,提供启发、沉思,学习积累、写作素材,低,imported from myrss.tailscale.opml
Videos,Y,长知识,西山在何许,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/2515311,http://127.0.0.1:1200/bilibili/user/video/2515311,https://space.bilibili.com/2515311,rss,P2,active,小说、文学、情感,zh,不定,,,1033天前,2026-05-01,网络小说与言情文学的趣味杂谈,低,高,弱,视频更新,放松,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,长知识,坚果熊说博弈,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/388394328,http://127.0.0.1:1200/bilibili/user/video/388394328,https://space.bilibili.com/388394328,rss,P2,active,电影、军事、社会,zh,不定,,,867天前,2026-05-01,战争电影评论与社会议题串联解读,中,高,弱,视频更新,放松,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,长知识,罗明落ny,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/405303082,http://127.0.0.1:1200/bilibili/user/video/405303082,https://space.bilibili.com/405303082,rss,P2,active,哲学、精神分析、文学,zh,不定,,,1天前,2026-05-01,精神分析与文学的交叉解读,高,高,弱,视频更新,提供启发、引发思考,学习积累、写作素材,低,imported from myrss.tailscale.opml
Videos,Y,长知识,汤质看本质,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/362588980,http://127.0.0.1:1200/bilibili/user/video/362588980,https://space.bilibili.com/362588980,rss,P2,active,哲学、思维、知识,zh,不定,,,206天前,2026-05-01,哲学思辨与认知思维模式深度剖析,高,高,弱,视频更新,提供启发、引发思考,学习积累、写作素材,低,imported from myrss.tailscale.opml
Videos,Y,长知识,要素分析,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/14262056,http://127.0.0.1:1200/bilibili/user/video/14262056,https://space.bilibili.com/14262056,rss,P2,active,哲学、知识、逻辑,zh,不定,,,1258天前,2026-05-01,知识本质与真理的系统性哲学分析,高,高,弱,视频更新,提供启发、引发思考,学习积累,低,imported from myrss.tailscale.opml
Videos,Y,长知识,蒙克MK_,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/1060986358,http://127.0.0.1:1200/bilibili/user/video/1060986358,https://space.bilibili.com/1060986358,rss,P2,active,养老、社会、生活,zh,不定,,,1078天前,2026-05-01,年轻人养老规划与社会现实解读,中,高,弱,视频更新,提供启发,学习积累、日常浏览,低,imported from myrss.tailscale.opml
Videos,Y,长知识,Morpheus红丸主义,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/445634559,http://127.0.0.1:1200/bilibili/user/video/445634559,https://space.bilibili.com/445634559,rss,P2,active,社会、性别、思想,zh,不定,,,223天前,2026-05-01,两性关系与社会性别议题的深度讨论,中,高,中,视频更新,引发思考、争议,日常浏览,低,imported from myrss.tailscale.opml
Videos,Y,长知识,慢慢学的四饼,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/95240876,http://127.0.0.1:1200/bilibili/user/video/95240876,https://space.bilibili.com/95240876,rss,P2,active,哲学、精神分析、语言,zh,不定,,,29天前,2026-05-01,拉康精神分析与语言哲学的当代解读,高,高,弱,视频更新,提供启发、引发思考,学习积累,低,imported from myrss.tailscale.opml
Videos,Y,长知识,辰星杂谈,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/41018196,http://127.0.0.1:1200/bilibili/user/video/41018196,https://space.bilibili.com/41018196,rss,P2,active,社会、政治、财经,zh,不定,,,刚刚,2026-05-01,社会现象与政治经济形势的深度解读,高,高,强,视频更新,提供启发、引发思考,学习积累、写作素材,低,imported from myrss.tailscale.opml
Videos,Y,长知识,非卿漫谈,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/2690044,http://127.0.0.1:1200/bilibili/user/video/2690044,https://space.bilibili.com/2690044,rss,P2,active,哲学、西方哲学、思想,zh,不定,,,167天前,2026-05-01,西方哲学经典的系统性解读与传播,高,高,弱,视频更新,提供启发、引发思考,学习积累、写作素材,低,imported from myrss.tailscale.opml
Videos,Y,长知识,拣尽南枝,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/39597640,http://127.0.0.1:1200/bilibili/user/video/39597640,https://space.bilibili.com/39597640,rss,P2,active,文学、哲学、思辨,zh,不定,,,1天前,2026-05-01,文学文本的哲学解读与深度思辨,高,高,弱,视频更新,提供启发、沉思,学习积累、写作素材,低,imported from myrss.tailscale.opml
Videos,Y,长知识,硬核学长2077,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/1195497797,http://127.0.0.1:1200/bilibili/user/video/1195497797,https://space.bilibili.com/1195497797,rss,P2,active,AI、学习、效率,zh,不定,,,79天前,2026-05-01,AI工具与学习方法的实用分享,中,高,中,视频更新,提供启发,学习积累、项目调研,低,imported from myrss.tailscale.opml
